大类代码	大类名称	中类代码	中类名称	小类代码	小类名称	细类代码	细类名称	说明
2000000	应急装备及配套物资	2200004	信号标识类器材	2200100	警戒信号类器材	2200105	预警气味剂	
2000000	应急装备及配套物资	2200005	信号标识类器材	2200100	警戒信号类器材	2200106	水面浮标	
2000000	应急装备及配套物资	2200006	信号标识类器材	2200100	警戒信号类器材	2200199	其他警戒信号类器材	
2000000	应急装备及配套物资	2200007	信号标识类器材	2200200	指示信号类器材	2200201	安全疏散指示标志装置	包含安全出入口标志牌、远程激光指示器、声光逃生指示器等
2000000	应急装备及配套物资	2200008	信号标识类器材	2200200	指示信号类器材	2200202	扩音器	含喇叭等
2000000	应急装备及配套物资	2200009	信号标识类器材	2200200	指示信号类器材	2200203	指挥棒	
2000000	应急装备及配套物资	2200010	信号标识类器材	2200200	指示信号类器材	2200204	国际通用信号旗	
2000000	应急装备及配套物资	2200011	信号标识类器材	2200200	指示信号类器材	2200205	移动式交通信号装置	
2000000	应急装备及配套物资	2200012	信号标识类器材	2200200	指示信号类器材	2200299	其他指示信号类器材	
2000000	应急装备及配套物资	2200013	信号标识类器材	2200300	求救信号类器材	2200301	烟雾弹类	包括降落伞火焰信号、手持火焰信号、飘浮烟雾信号等
2000000	应急装备及配套物资	2200014	信号标识类器材	2200300	求救信号类器材	2200302	发光(反光)材料	包括反光镜等
2000000	应急装备及配套物资	2200015	信号标识类器材	2200300	求救信号类器材	2200303	声音类	哨子等
2000000	应急装备及配套物资	2200016	信号标识类器材	2200300	求救信号类器材	2200304	电子产品类	
2000000	应急装备及配套物资	2200017	信号标识类器材	2200300	求救信号类器材	2200399	其他求救信号类器材	
2000000	应急装备及配套物资	2210000	信息技术设备	2210100	应用软件			互联网软件、多媒体软件、分析软件、数据库软件包括化学品安全信息数据库、数据收集系统、应急资源数据库、事故案例数据库、全国危化品企业数据库、危化事故模型数据库、GIS地理信息系统、自动车辆定位系统等
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210201	服务器	包括PC服务器、小型机、RISC服务器、IA服务器、x86服务器等
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210202	微型计算机设备	包括台式微型计算机、笔记本计算机、手持式信息终端机等
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210203	小型移动应急平台	
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210204	应急平台 一体机	
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210205	电子沙盘	
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210206	存储/备份设备	包括硬盘、刻录机、磁带机、移动存储设备等
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210207	计算机工作站	
2000000	应急装备及配套物资	2210000	信息技术设备	2210200	计算机整套设备及其他硬件设备	2210299	其他计算机整套设备及其他硬件设备	
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210301	网络控制设备	包括通信控制处理机、集中器、网络终端控制器等
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210302	网络接口和适配器	包括网络收发器、转发器、分配器、以太网络交换机、通信网络时钟同步设备等
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210303	网络连接设备	包括集线器、路由器、网络调制解调器、IP电话信号转换设备、数字数据网络DDN节点设备、数字交叉连接设备、交换机、无线局域网接入点(AP)、GPRS网络设备等
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210304	网络优化设备	包括负载均衡器、流量控制器等
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210305	网络检测设备	包括协议分析器、协议测试设备、数字式通信设备网络检测设备、差错检测设备等
2000000	应急装备及配套物资	2210000	信息技术设备	2210300	计算机网络设备	2210399	其他计算机网络设备	
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210401	物理安全设备	包括信号屏蔽设备
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210402	网络安全设备	包括边界防护类设备和系统、安全检测类设备和系统防、火墙、防水墙、虚拟专用设备(VPN)、抗拒绝服务(Dos)攻击系统、网络隔离设备、入侵检测系统、入侵防御系统、安全扫描器等
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210403	主机安全设备	
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210404	应用安全设备	补丁及系统管理、指纹、虹膜识别、数字证书等
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210405	数据安全设备	包含数据保护类设备和系统、加密软件、数据传输加密、信息销毁设备包括消磁机、光盘粉碎机、消磁粉碎一体机、防病毒系统、恶意代码检测系统、数据备份与恢复系统、数据防拷贝设备等
2000000	应急装备及配套物资	2210000	信息技术设备	2210400	信息安全设备	2210499	其他信息安全设备	
3000000	工程材料与机械加工设备	3010000	工程材料	3010100	水泥			
3000000	工程材料与机械加工设备	3010000	工程材料	3010200	砂石料			
3000000	工程材料与机械加工设备	3010000	工程材料	3010300	沥青			
3000000	工程材料与机械加工设备	3010000	工程材料	3010400	砌筑块材			
3000000	工程材料与机械加工设备	3010000	工程材料	3010500	预制构件			
3000000	工程材料与机械加工设备	3010000	工程材料	3010600	木材 、竹材及其制品			
3000000	工程材料与机械加工设备	3010000	工程材料	3010700	袋类			
3000000	工程材料与机械加工设备	3010000	工程材料	3010800	金属丝及其制品			
3000000	工程材料与机械加工设备	3010000	工程材料	3010900	绳类			
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011001	帆布	又名篷布
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011002	合成纤维制苫布	
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011003	编织布	
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011004	复膜编织布	
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011005	塑料网	
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011006	土工布	分为有纺土工布和无纺土工布
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011007	土工膜	
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011008	滤垫	土工滤垫、塑料滤垫
3000000	工程材料与机械加工设备	3010000	工程材料	3011000	布/膜/滤垫类	3011099	其他布/膜/滤垫类	
3000000	工程材料与机械加工设备	3010000	工程材料	3011200	管材 、管件与扣件			"一般材指长的管件指如弯头、阀等,也包括短材"
3000000	工程材料与机械加工设备	3010000	工程材料	3011300	轻质墙板			
3000000	工程材料与机械加工设备	3010000	工程材料	3011400	保温材料			
3000000	工程材料与机械加工设备	3010000	工程材料	3011500	防水 、防潮及密封材料			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020100	一般切削加工设备			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020200	加工中心及组合机床			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020300	压力加工设备			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020400	铸造设备			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020500	焊接设备			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020600	热处理 、表面处理设备			
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020700	特种加工设备	3020701	电火花线切割设备	
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020700	特种加工设备	3020702	激光切割设备	
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020700	特种加工设备	3020703	超声加工设备	
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020700	特种加工设备	3020799	其他	
3000000	工程材料与机械加工设备	3020000	机械加工设备	3020800	加工设备附件及辅料			
